System Initializing...
Keep airflow OFF and system STILL for calibration...
Raw,Delta,Flow,TempC,AccX,AccY,AccZ
1247058,0,0.00,31.2,542,398,366
1247145,0,0.00,31.0,533,398,365
1247251,0,0.00,31.1,566,397,366
1247356,0,0.00,31.1,577,398,365
1247476,0,0.00,31.1,531,398,366
1247560,0,0.00,31.0,541,398,365
1247633,0,0.00,31.1,583,398,366
1247706,0,0.00,31.1,552,397,366
1247787,0,0.00,31.1,530,398,365
1247898,0,0.00,31.0,557,398,365
1247996,0,0.00,31.1,582,398,365
1248083,0,0.00,31.0,534,398,365
1248169,0,0.00,31.0,536,397,366
1248231,0,0.00,31.0,575,398,365
1248277,0,0.00,31.1,563,398,366
1248401,0,0.00,31.0,528,398,366
1248467,0,0.00,31.0,547,397,366
1248525,0,0.00,31.0,584,398,365
1248664,0,0.00,31.0,539,398,365
1248778,0,0.00,31.0,532,398,366
1248875,0,0.00,31.0,567,398,365
1248958,0,0.00,31.0,572,397,365
1249026,0,0.00,31.0,528,398,365
1249104,0,0.00,31.0,541,398,365
1249191,0,0.00,30.9,583,398,365
1249293,0,0.00,31.1,546,398,365
1249352,0,0.00,30.9,529,397,365
1249434,0,0.00,30.9,559,398,366
1249530,0,0.00,30.9,578,398,365
1249643,0,0.00,31.0,531,398,365
1249741,0,0.00,30.9,536,397,366
1249836,0,0.00,30.9,577,398,364
1249952,0,0.00,30.9,557,398,365
1250005,0,0.00,30.9,527,398,365
1250041,0,0.00,30.9,548,398,365
1250146,0,0.00,30.9,583,398,366
1250277,0,0.00,31.0,536,398,365
1250360,0,0.00,30.9,533,398,365
1250456,0,0.00,30.9,570,398,365
1250472,0,0.00,30.9,568,398,366
1250563,0,0.00,30.9,526,398,366
1250673,0,0.00,30.8,542,398,365
1250756,0,0.00,30.9,584,398,366
1250836,0,0.00,30.9,541,398,366
1250947,0,0.00,30.8,529,398,365
1251054,0,0.00,30.8,561,398,366
1251097,0,0.00,30.9,575,398,365
1251178,0,0.00,30.8,529,398,366
1251229,0,0.00,30.8,537,398,365
1251345,0,0.00,30.8,579,398,366
1251438,0,0.00,30.9,551,397,365
1251531,0,0.00,30.9,527,398,365
1251638,0,0.00,30.8,553,398,365
1251709,0,0.00,30.9,580,398,365
1251781,0,0.00,30.8,533,397,366
1251851,0,0.00,30.8,533,397,366
1251948,0,0.00,30.8,572,398,365
1252034,0,0.00,30.8,563,398,365
1252098,0,0.00,30.8,526,398,365
1252185,0,0.00,30.8,545,398,365
1252278,0,0.00,30.8,584,397,366
1252380,0,0.00,30.8,538,398,365
1252499,0,0.00,30.8,530,398,365
1252574,0,0.00,30.8,565,398,365
1252615,0,0.00,30.8,572,397,366
1252702,0,0.00,30.8,527,397,366
1252821,0,0.00,30.7,539,398,365
1252913,0,0.00,30.7,582,397,365
1252986,0,0.00,30.8,545,398,366
1253036,0,0.00,30.8,527,398,366
1253115,0,0.00,30.6,557,398,365
1253236,0,0.00,30.8,578,398,365
1253311,0,0.00,30.7,530,398,365
1253386,0,0.00,30.8,535,398,365
1253436,0,0.00,30.7,576,398,365
1253518,0,0.00,30.8,556,398,365
1253609,0,0.00,30.7,526,398,365
1253704,0,0.00,30.8,549,398,365
1253789,0,0.00,30.8,582,398,366
1253859,0,0.00,30.7,535,397,366
1253925,0,0.00,30.7,531,398,366
1254021,0,0.00,30.7,569,398,365
1254130,0,0.00,30.8,567,398,365
1254195,0,0.00,30.7,525,398,365
1254255,0,0.00,30.7,541,398,365
1254344,0,0.00,30.7,584,398,365
1254464,0,0.00,30.7,539,398,365
1254556,0,0.00,30.7,528,398,365
1254630,0,0.00,30.7,561,398,365
1254737,0,0.00,30.6,574,397,365
1254817,0,0.00,30.6,527,397,366
1254876,0,0.00,30.7,537,398,364
1254969,0,0.00,30.7,579,397,365
1255077,0,0.00,30.7,549,398,365
1255135,0,0.00,30.7,525,398,365
1255212,0,0.00,30.7,554,398,366
1255276,0,0.00,30.7,579,398,365
1255361,0,0.00,30.7,532,398,365
1255460,0,0.00,30.7,533,398,365
1255561,0,0.00,30.7,572,397,366
1255623,0,0.00,30.7,559,398,365
1255721,0,0.00,30.6,525,398,365
1255796,0,0.00,30.6,544,397,365
1255899,0,0.00,30.6,582,398,366
1255959,0,0.00,30.7,535,397,365
1256039,0,0.00,30.6,529,398,365
1256133,0,0.00,30.6,565,398,365
1256214,0,0.00,30.6,569,398,365
1256298,0,0.00,30.6,525,398,365
1256370,0,0.00,30.6,539,398,365
1256469,0,0.00,30.5,582,398,365
1256551,0,0.00,30.7,542,398,365
1256618,0,0.00,30.6,527,397,365
1256699,0,0.00,30.6,557,398,365
1256795,0,0.00,30.6,576,397,365
1256872,0,0.00,30.6,528,398,365
1256924,0,0.00,30.5,535,398,365
1257009,0,0.00,30.6,577,397,365
1257111,0,0.00,30.6,553,398,366
1257189,0,0.00,30.6,525,397,365
1257249,0,0.00,30.4,549,397,365
1257340,0,0.00,30.6,580,398,365
1257424,0,0.00,30.6,533,398,365
1257478,0,0.00,30.6,531,398,366
1257588,0,0.00,30.6,570,397,365
1257665,0,0.00,30.5,564,398,365
1257783,0,0.00,30.5,525,398,366
1257846,0,0.00,30.5,542,398,365
1257936,0,0.00,30.5,583,398,366
1258008,0,0.00,30.6,537,397,365
1258078,0,0.00,30.6,528,398,365
1258120,0,0.00,30.5,563,398,365
1258208,0,0.00,30.6,572,397,366
1258299,0,0.00,30.6,526,397,365
1258395,0,0.00,30.5,538,398,365
1258468,0,0.00,30.5,581,398,365
1258557,0,0.00,30.5,546,398,365
1258649,0,0.00,30.5,526,397,365
1258728,0,0.00,30.6,556,397,366
1258845,0,0.00,30.5,577,398,365
1258906,0,0.00,30.5,530,398,365
1258962,0,0.00,30.5,534,398,365
1259063,0,0.00,30.5,575,397,365
1259162,0,0.00,30.5,555,398,365
1259219,0,0.00,30.5,524,398,365
1259288,0,0.00,30.5,548,397,365
1259334,0,0.00,30.5,581,398,366
1259404,0,0.00,30.5,534,397,365
1259486,0,0.00,30.5,531,398,365
1259571,0,0.00,30.5,569,398,365
1259653,0,0.00,30.5,566,397,365
1259738,0,0.00,30.5,524,398,366
1259840,0,0.00,30.4,542,397,365
1259941,0,0.00,30.5,584,398,365
1260002,0,0.00,30.5,540,398,366
1260075,0,0.00,30.5,528,398,365
1260151,0,0.00,30.4,561,398,365
1260250,0,0.00,30.5,574,397,365
1260322,0,0.00,30.5,526,398,365
1260385,0,0.00,30.5,537,397,366
1260435,0,0.00,30.5,580,398,365
1260571,0,0.00,30.5,548,398,366
1260651,0,0.00,30.5,526,397,365
1260701,0,0.00,30.4,554,397,365
1260858,0,0.00,30.5,579,398,365
1260932,0,0.00,30.5,530,398,365
1261001,0,0.00,30.5,533,398,366
1261048,0,0.00,30.5,574,397,365
1261143,0,0.00,30.5,558,398,365
1261185,0,0.00,30.5,525,398,365
1261261,0,0.00,30.5,545,397,365
1261351,0,0.00,30.4,582,398,365
1261438,0,0.00,30.5,535,398,365
1261527,0,0.00,30.5,530,398,365
1261639,0,0.00,30.5,567,398,365
1261695,0,0.00,30.5,568,398,365
1261774,0,0.00,30.5,525,398,365
1261851,0,0.00,30.4,540,397,365
1261907,0,0.00,30.4,583,397,365
1262003,0,0.00,30.4,540,398,365
1262076,0,0.00,30.4,527,397,366
1262171,0,0.00,30.5,559,398,365
1262239,0,0.00,30.4,574,398,365
1262269,0,0.00,30.4,527,398,365
1262403,0,0.00,30.4,535,398,365
1262490,0,0.00,30.4,578,397,365
1262558,0,0.00,30.4,550,397,366
1262611,0,0.00,30.4,524,397,365
1262693,0,0.00,30.4,552,398,365
1262740,0,0.00,30.4,579,398,365
1262808,0,0.00,30.4,531,397,365
1262897,0,0.00,30.4,532,397,366
1262966,0,0.00,30.4,572,398,365
1263075,0,0.00,30.5,560,398,365
1263172,0,0.00,30.4,524,398,365
1263278,0,0.00,30.5,544,398,365
1263329,0,0.00,30.4,582,398,366
1263406,0,0.00,30.4,535,398,365
1263484,0,0.00,30.4,529,397,365
1263537,0,0.00,30.4,565,398,365
1263601,0,0.00,30.4,569,397,366
1263691,0,0.00,30.4,524,398,365
1263786,0,0.00,30.4,540,398,365
1263845,0,0.00,30.4,583,398,365
1263894,0,0.00,30.4,540,398,365
1263988,0,0.00,30.4,526,397,365
1264072,0,0.00,30.4,559,397,365
1264133,0,0.00,30.4,574,398,365
1264216,0,0.00,30.4,527,397,365
1264332,0,0.00,30.4,535,397,366
1264421,0,0.00,30.4,578,397,365
1264474,0,0.00,30.4,550,398,365
1264539,0,0.00,30.4,524,397,365
1264598,0,0.00,30.4,551,398,365
1264673,0,0.00,30.4,578,398,366
1264764,0,0.00,30.4,531,398,365
1264820,0,0.00,30.4,532,397,366
1264885,0,0.00,30.4,572,398,366
1264984,0,0.00,30.4,560,398,365
1265063,0,0.00,30.4,523,398,366
1265106,0,0.00,30.4,544,397,364
1265186,0,0.00,30.4,582,398,365
1265294,0,0.00,30.4,535,398,365
1265431,0,0.00,30.4,529,397,365
1265502,0,0.00,30.4,565,397,365
1265566,0,0.00,30.4,568,398,365
1265617,0,0.00,30.4,524,398,365
1265676,0,0.00,30.4,539,398,365
1265766,0,0.00,30.4,582,397,365
1265826,0,0.00,30.4,540,398,365
1265895,0,0.00,30.4,526,397,365
1265994,0,0.00,30.3,558,398,365
1266095,0,0.00,30.4,574,398,365
1266158,0,0.00,30.4,527,397,366
1266195,0,0.00,30.4,535,397,365
1266305,0,0.00,30.4,578,398,365
1266391,0,0.00,30.4,549,397,365
1266427,0,0.00,30.4,524,398,365
1266532,0,0.00,30.4,552,397,365
1266626,0,0.00,30.4,578,398,365
1266704,0,0.00,30.4,530,398,365
1266782,0,0.00,30.3,531,397,365
1266878,0,0.00,30.4,572,398,365
1266917,0,0.00,30.4,559,397,365
1266956,0,0.00,30.4,523,398,365
1267069,0,0.00,30.4,545,397,365
1267145,0,0.00,30.4,581,398,365
1267195,0,0.00,30.4,534,397,365
1267276,0,0.00,30.4,529,398,365
1267362,0,0.00,30.4,566,398,365
1267412,0,0.00,30.4,568,398,365
1267500,0,0.00,30.4,523,398,365
1267595,0,0.00,30.4,540,398,366
1267665,0,0.00,30.4,582,398,365
1267730,0,0.00,30.4,539,398,365
1267822,0,0.00,30.4,526,398,365
1267934,0,0.00,30.4,558,398,365
1267971,0,0.00,30.4,573,397,366
1268012,0,0.00,30.4,526,398,365
1268095,0,0.00,30.4,535,397,366
1268211,0,0.00,30.4,578,398,365
1268286,0,0.00,30.4,548,397,365
1268348,0,0.00,30.4,523,398,366
1268370,0,0.00,30.4,552,398,365
1268403,0,0.00,30.4,579,398,365
1268521,0,0.00,30.4,530,398,365
1268637,0,0.00,30.4,531,398,366
1268703,0,0.00,30.3,573,398,366
1268762,0,0.00,30.3,558,398,365
1268816,0,0.00,30.4,522,398,365
1268877,0,0.00,30.4,544,398,365
1268939,0,0.00,30.4,583,397,365
1269048,0,0.00,30.3,534,398,365
1269116,0,0.00,30.4,528,398,365
1269186,0,0.00,30.3,567,398,365
1269288,0,0.00,30.4,568,398,366
1269375,0,0.00,30.4,522,397,365
1269436,0,0.00,30.4,538,398,365
1269476,0,0.00,30.3,585,397,365
1269597,0,0.00,30.3,538,397,366
1269667,0,0.00,30.3,524,398,366
1269700,0,0.00,30.3,560,397,365
1269773,0,0.00,30.3,575,398,365
1269864,0,0.00,30.4,516,398,366
1269965,0,0.00,29.0,522,400,368
1267746,0,0.00,29.3,546,406,364
1239811,0,0.00,33.0,564,398,363
1184393,1995,1.34,30.1,537,398,363
1189309,0,1.21,30.5,558,398,364
1246319,0,1.09,30.8,585,399,363
1266392,0,0.98,31.0,534,399,364
1269271,0,0.88,30.9,537,398,363
1270194,0,0.79,31.0,581,399,363
1270583,0,0.71,31.0,561,399,363
1270760,0,0.64,31.0,528,398,363
1270771,0,0.58,31.0,552,398,364
1270792,0,0.52,31.0,587,399,363
1270759,0,0.47,31.0,537,398,363
1270686,0,0.42,31.0,535,399,363
1270577,0,0.38,31.1,576,398,363
1270482,0,0.34,31.0,570,399,363
1270435,0,0.31,31.1,528,399,362
1270347,0,0.28,31.0,548,399,363
1270265,0,0.25,31.1,591,399,363
1270252,0,0.22,31.2,542,398,363
1270222,0,0.20,31.1,533,399,363
1270169,0,0.18,31.1,571,399,364
1270152,0,0.16,31.1,578,399,364
1270126,0,0.15,31.1,530,398,363
1270089,0,0.13,31.0,544,399,363
1270054,0,0.12,31.0,590,399,363
1270038,0,0.11,31.1,548,399,364
1269997,0,0.10,31.0,532,399,364
1270033,0,0.09,31.1,565,399,364
1270040,0,0.08,31.0,583,399,364
1269981,0,0.07,31.0,532,400,364
1269987,0,0.06,31.1,540,400,364
1270025,0,0.06,31.0,597,399,363
1270009,0,0.05,31.1,572,397,367
1269880,0,0.05,31.0,537,402,360
1269855,0,0.04,31.0,576,398,364
1269902,0,0.04,31.1,607,399,365
1269822,0,0.03,30.9,523,400,369
1269777,0,0.03,31.0,339,398,369
1269726,0,0.03,30.9,345,396,367
1269706,0,0.02,31.1,338,396,369
1269729,0,0.02,31.0,338,397,370
1269767,0,0.02,31.0,338,396,368
1269795,0,0.02,31.0,339,396,369
1269965,0,0.02,31.0,338,397,369
1270152,0,0.01,31.0,338,396,369
1270230,0,0.01,30.9,338,397,369
1270299,0,0.01,31.0,339,396,369
1270334,0,0.01,31.0,337,396,368
1270369,0,0.01,30.9,337,396,368
1270436,0,0.01,30.9,337,394,368
1270518,0,0.01,30.8,337,395,367
1270551,0,0.01,31.0,337,394,368
1270578,0,0.01,30.8,337,395,368
1270588,0,0.01,30.9,338,396,369
1270629,0,0.01,31.0,342,400,372
1270662,0,0.00,30.9,339,397,370
1270722,0,0.00,30.9,341,399,372
1270816,0,0.00,30.9,340,398,371
1270880,0,0.00,30.9,340,398,371
1270905,0,0.00,30.8,339,397,369
1270941,0,0.00,31.0,339,397,370
1271040,0,0.00,31.0,339,397,369
1271092,0,0.00,30.9,339,397,369
1271141,0,0.00,30.9,340,397,370
1271193,0,0.00,31.0,339,397,369
1271206,0,0.00,31.0,340,398,370
1271309,0,0.00,31.0,341,399,372
1271378,0,0.00,30.9,339,396,369
1271442,0,0.00,30.9,339,397,370
1271512,0,0.00,30.9,340,398,370
1271549,0,0.00,30.9,340,398,371
1271607,0,0.00,30.9,341,399,372
1271660,0,0.00,30.9,340,398,371
1271721,0,0.00,31.0,340,399,371
1271788,0,0.00,30.9,341,400,372
1271847,0,0.00,31.0,342,399,372
1271957,0,0.00,30.9,341,399,371
1272015,0,0.00,30.9,341,399,372
1272049,0,0.00,30.9,341,400,373
1272120,0,0.00,30.8,341,399,373
1272186,0,0.00,30.8,340,398,371
1272292,0,0.00,30.8,340,398,370
1272345,0,0.00,30.9,339,396,369
1272370,0,0.00,30.9,338,396,369
1272448,0,0.00,30.8,339,396,370
1272525,0,0.00,30.9,339,397,369
1272601,0,0.00,30.9,339,397,370
1272671,0,0.00,30.7,339,398,370
1272748,0,0.00,30.8,339,397,370
1272799,0,0.00,30.8,339,397,370
1272871,0,0.00,30.8,339,397,369
1272949,0,0.00,30.8,339,397,370
1273028,0,0.00,30.8,339,397,370
1273085,0,0.00,30.8,339,396,369
1273113,0,0.00,30.8,339,397,370
1273177,0,0.00,30.8,339,397,369
1273285,0,0.00,30.8,338,397,369
1273389,0,0.00,30.8,339,397,370
1273448,0,0.00,30.8,339,397,369
1273517,0,0.00,30.8,338,397,370
1273602,0,0.00,30.8,339,396,369
1273653,0,0.00,30.8,338,397,369
1273723,0,0.00,30.8,339,397,370
1273783,0,0.00,30.8,339,397,369
1273900,0,0.00,30.8,339,397,370
1273926,0,0.00,30.7,339,397,370
1274009,0,0.00,30.8,339,397,370
1274083,0,0.00,30.8,339,397,369
1274174,0,0.00,30.8,339,397,369
1274247,0,0.00,30.7,339,397,370
1274317,0,0.00,30.8,339,397,370
1274445,0,0.00,30.7,338,396,369
1274509,0,0.00,30.8,338,396,369
1274523,0,0.00,30.7,338,396,369
1274638,0,0.00,30.8,338,396,369
1274716,0,0.00,30.7,338,397,369
1274780,0,0.00,30.8,339,396,369
1274883,0,0.00,30.7,338,396,369
1274943,0,0.00,30.8,339,396,370
1274991,0,0.00,30.7,338,396,369
1275040,0,0.00,30.7,338,396,369
1275108,0,0.00,30.6,338,396,369
1275192,0,0.00,30.7,339,396,369
1275292,0,0.00,30.7,339,396,369
1275324,0,0.00,30.6,338,396,368
1275370,0,0.00,30.7,338,396,369
1275473,0,0.00,30.7,338,397,368
1275542,0,0.00,30.6,338,396,369
1275639,0,0.00,30.6,339,397,369
1275764,0,0.00,30.7,338,395,369
1275832,0,0.00,30.6,338,396,368
1275855,0,0.00,30.6,338,396,368
1275948,0,0.00,30.6,338,396,368
1275995,0,0.00,30.7,337,396,368
1276056,0,0.00,30.7,338,395,368
1276136,0,0.00,30.6,338,396,368
1276199,0,0.00,30.6,338,396,368
1276247,0,0.00,30.6,338,396,369
1276342,0,0.00,30.5,338,395,368
1276453,0,0.00,30.6,338,395,368
1276525,0,0.00,30.6,337,395,368
1276593,0,0.00,30.5,337,396,368
1276661,0,0.00,30.5,337,395,368
1276743,0,0.00,30.6,338,395,368
1276812,0,0.00,30.5,338,395,368
1276857,0,0.00,30.6,337,395,368
1276920,0,0.00,30.5,337,395,369
1277007,0,0.00,30.6,338,395,368
1277098,0,0.00,30.5,337,396,368
1277178,0,0.00,30.5,338,395,368
1277221,0,0.00,30.5,338,395,368
1277311,0,0.00,30.5,337,395,368
1277413,0,0.00,30.5,337,396,368
1277492,0,0.00,30.6,338,395,368
1277559,0,0.00,30.5,337,395,368
1277637,0,0.00,30.5,338,395,368
1277715,0,0.00,30.5,337,395,368
1277765,0,0.00,30.5,338,395,368
1277863,0,0.00,30.5,338,395,368
1277922,0,0.00,30.5,337,395,368
1277985,0,0.00,30.5,337,396,368
1278067,0,0.00,30.5,338,395,368
1278126,0,0.00,30.5,337,395,368
1278157,0,0.00,30.4,338,396,368
1278276,0,0.00,30.5,338,395,368
1278360,0,0.00,30.4,337,396,368
1278449,0,0.00,30.5,338,395,368
1278492,0,0.00,30.5,337,395,369
1278560,0,0.00,30.5,338,395,368
1278641,0,0.00,30.4,337,396,368
1278717,0,0.00,30.4,337,395,368
1278784,0,0.00,30.4,337,396,368
1278847,0,0.00,30.5,338,395,368
1278936,0,0.00,30.4,338,395,368
1278989,0,0.00,30.4,337,395,368
1279066,0,0.00,30.5,337,395,368
1279147,0,0.00,30.5,337,395,368
1279188,0,0.00,30.4,338,395,368
1279234,0,0.00,30.5,337,395,368
1279316,0,0.00,30.4,337,395,369
1279407,0,0.00,30.5,338,395,367
1279511,0,0.00,30.4,337,395,368
1279594,0,0.00,30.4,337,396,368
1279673,0,0.00,30.4,337,394,368
1279737,0,0.00,30.4,337,395,368
1279802,0,0.00,30.4,337,396,368
1279853,0,0.00,30.4,338,395,368
1279896,0,0.00,30.4,338,395,368
1279967,0,0.00,30.4,338,396,368
1280059,0,0.00,30.4,337,396,369
1280141,0,0.00,30.4,337,395,369
1280194,0,0.00,30.4,338,395,368
1280281,0,0.00,30.4,337,395,368
1280366,0,0.00,30.4,337,395,369
1280435,0,0.00,30.4,338,395,368
1280487,0,0.00,30.4,338,395,368
1280501,0,0.00,30.4,337,396,369
1280346,0,0.00,30.4,338,395,368
1279269,0,0.00,30.4,337,395,368
1277880,0,0.00,30.4,338,395,368
1278535,0,0.00,30.4,337,395,368
1279434,0,0.00,30.4,337,395,367
1279838,0,0.00,30.4,338,395,368
1280312,0,0.00,30.4,337,395,367
1281341,0,0.00,30.4,337,395,368
1282803,0,0.00,30.4,337,395,368
1283373,0,0.00,30.4,338,395,368
1283053,0,0.00,30.4,337,396,368
1283853,0,0.00,30.4,337,395,368
1285022,0,0.00,30.3,337,395,368
1286530,0,0.00,30.3,338,395,368
1288561,0,0.00,30.4,337,395,368
1289356,0,0.00,30.2,338,395,368
1288989,0,0.00,30.4,337,395,368
1288471,0,0.00,30.4,337,395,368
1287993,0,0.00,30.2,337,395,368
1287434,0,0.00,30.2,337,395,367
1285536,0,0.00,30.3,337,395,368
1283475,0,0.00,30.3,337,396,368
1283936,0,0.00,30.3,338,394,368
1284811,0,0.00,30.2,337,395,368
1285699,0,0.00,30.2,338,395,368
1286029,0,0.00,30.2,337,395,368
1286281,0,0.00,30.2,337,395,369
1286673,0,0.00,30.2,337,395,368
1287717,0,0.00,30.2,337,395,368
1288346,0,0.00,30.1,337,395,369
1288256,0,0.00,30.1,337,395,368
1287847,0,0.00,30.1,337,395,368
1288083,0,0.00,30.1,337,396,368
1288360,0,0.00,30.1,338,394,368
1288021,0,0.00,30.0,337,395,368
1287543,0,0.00,30.0,338,395,368
1286640,0,0.00,29.9,337,395,368
1285675,0,0.00,29.9,337,395,368
1285173,0,0.00,30.0,338,395,368
1284224,0,0.00,30.0,337,395,368
1283699,0,0.00,29.9,337,395,368
1283456,0,0.00,30.0,338,395,367
1283014,0,0.00,29.9,337,395,368
1283677,0,0.00,30.1,337,395,368
1285696,0,0.00,30.1,338,395,367
1288455,0,0.00,30.1,338,395,368
1289617,0,0.00,30.1,337,395,368
1289362,0,0.00,30.1,337,395,368
1288890,0,0.00,30.0,337,395,368
1288402,0,0.00,30.1,337,395,367
1287759,0,0.00,30.1,337,395,368
1285928,0,0.00,30.0,337,396,368
1284277,0,0.00,30.1,337,394,368
1284360,0,0.00,30.0,337,395,368
1284223,0,0.00,30.2,338,395,367
1284310,0,0.00,30.1,337,395,368
1284511,0,0.00,30.2,337,395,368
1284560,0,0.00,30.2,337,395,368
1284956,0,0.00,30.3,337,395,368
1285995,0,0.00,30.2,337,395,368
1288327,0,0.00,30.2,337,395,367
1290115,0,0.00,30.4,337,395,368
1290014,0,0.00,30.4,337,395,368
1289478,0,0.00,30.4,338,395,368
1288930,0,0.00,30.4,337,395,368
1288403,0,0.00,29.3,337,395,368
1287949,0,0.00,30.5,337,395,368
1287310,0,0.00,31.7,337,395,368
1286499,0,0.00,29.8,337,395,368
1285635,0,0.00,29.3,337,395,368
1284648,0,0.00,31.5,337,395,368
1284293,0,0.00,31.2,338,395,367
1285495,0,0.00,29.8,337,395,368
1287040,0,0.00,30.8,337,395,368
1287806,0,0.00,30.9,337,395,368
1287769,0,0.00,31.0,337,395,368
1287414,0,0.00,31.0,338,395,368
1287037,0,0.00,31.0,337,395,368
1286615,0,0.00,31.1,337,395,368
1286308,0,0.00,31.1,337,395,367
1285993,0,0.00,31.1,337,395,368
1285654,0,0.00,31.3,337,396,368
1285384,0,0.00,31.2,337,395,368
1285106,0,0.00,31.2,337,395,368
1284868,0,0.00,31.2,338,395,368
1284665,0,0.00,31.1,337,395,368
1284486,0,0.00,31.1,337,395,368
1284303,0,0.00,30.1,338,395,368
1284202,0,0.00,32.3,337,395,368
1284074,0,0.00,31.5,338,395,368
1283876,0,0.00,30.2,337,395,367
1283694,0,0.00,30.7,337,395,368
1283484,0,0.00,32.8,337,395,368
1283358,0,0.00,30.8,337,394,368
1283396,0,0.00,30.1,337,395,367
1283432,0,0.00,32.3,337,395,368
1283735,0,0.00,32.0,337,395,368
1284192,0,0.00,31.6,337,395,367
1284420,0,0.00,31.6,337,395,368
1284291,0,0.00,31.7,337,395,368
1284117,0,0.00,31.7,337,395,368
1283938,0,0.00,31.7,337,395,367
1283832,0,0.00,31.8,337,395,368
1283707,0,0.00,31.8,337,395,368
1283586,0,0.00,31.7,338,395,368
1283490,0,0.00,30.8,337,395,368
1283342,0,0.00,33.3,338,395,368
1283261,0,0.00,32.0,337,395,368
1283129,0,0.00,30.6,337,395,367
1282958,0,0.00,31.7,337,395,368
1282928,0,0.00,33.4,337,395,368
1283063,0,0.00,31.5,337,395,368
1283301,0,0.00,30.9,337,395,367
1283881,0,0.00,33.1,337,395,368
1284409,0,0.00,32.7,337,395,368
1284558,0,0.00,31.1,337,395,368
1284535,0,0.00,31.5,337,395,367
1284436,0,0.00,34.0,338,395,368
1284346,0,0.00,32.0,337,395,367
1284246,0,0.00,30.5,337,395,368
1284162,0,0.00,32.4,338,395,368
1284035,0,0.00,32.4,337,395,368
1283766,0,0.00,32.4,337,395,369
1283616,0,0.00,32.4,337,395,367
1283606,0,0.00,32.5,338,395,368
1283577,0,0.00,32.5,336,395,368
1283539,0,0.00,32.5,337,395,368
1283432,0,0.00,32.5,337,395,368
1283389,0,0.00,32.6,338,395,367
1283397,0,0.00,32.5,337,395,368
1283391,0,0.00,32.5,338,395,368
1283346,0,0.00,32.5,338,395,367
1283349,0,0.00,32.5,337,395,368
1283380,0,0.00,32.5,337,395,368
1283390,0,0.00,32.4,337,395,367
1283417,0,0.00,32.3,337,395,368
1283398,0,0.00,32.4,337,396,369
1283348,0,0.00,32.5,339,397,369
1283349,0,0.00,32.5,340,397,371
1283422,0,0.00,32.4,341,399,372
1283445,0,0.00,32.5,340,399,371
1283504,0,0.00,32.5,341,399,371
1283536,0,0.00,32.4,341,399,372
1283538,0,0.00,32.5,341,398,372
1283523,0,0.00,32.4,340,399,371
1283590,0,0.00,32.4,341,399,372
1283670,0,0.00,32.4,340,398,371
1283653,0,0.00,32.3,341,399,372
1283701,0,0.00,32.4,340,399,371
1283778,0,0.00,32.4,341,399,372
1283780,0,0.00,32.4,340,399,371
1283776,0,0.00,32.3,340,399,372
1283827,0,0.00,32.3,339,398,371
1283898,0,0.00,32.1,340,399,371
1283939,0,0.00,32.3,341,398,371
1283998,0,0.00,32.4,340,398,371
1284215,0,0.00,32.2,340,399,371
1284376,0,0.00,32.2,340,398,371
1284285,0,0.00,32.1,340,398,371
1284331,0,0.00,32.2,341,398,371
1284350,0,0.00,32.1,340,398,371
1284395,0,0.00,32.2,340,398,371
1284456,0,0.00,32.1,340,398,371
1284521,0,0.00,32.1,339,398,371
1284569,0,0.00,32.0,340,398,371
1284619,0,0.00,32.0,340,398,371
1284637,0,0.00,32.0,340,398,371
1284685,0,0.00,32.0,340,397,371
1284757,0,0.00,31.9,340,398,370
1284814,0,0.00,31.9,340,398,371
1284914,0,0.00,31.8,340,398,371
1284994,0,0.00,31.8,340,398,370
1285017,0,0.00,31.8,340,398,371
1285080,0,0.00,31.8,340,398,371
1285171,0,0.00,31.8,340,398,370
1285240,0,0.00,31.7,340,398,371
1285242,0,0.00,31.7,340,398,370
1285283,0,0.00,31.7,340,398,371
1285373,0,0.00,31.8,340,398,371
1285439,0,0.00,31.7,340,398,371
1285496,0,0.00,31.6,339,398,370
1285539,0,0.00,31.6,340,398,371
1285593,0,0.00,31.7,341,399,371
1285669,0,0.00,31.6,341,398,371
1285770,0,0.00,31.6,341,398,372
1285796,0,0.00,31.6,340,399,371
1285854,0,0.00,31.6,341,398,371
1285934,0,0.00,31.6,341,398,371
1286012,0,0.00,31.5,340,398,371
1286047,0,0.00,31.5,340,398,371
1286126,0,0.00,31.5,340,399,371
1286197,0,0.00,31.5,340,398,371
1286242,0,0.00,31.6,341,399,371
1286262,0,0.00,31.6,340,399,372
1286343,0,0.00,31.5,341,398,371
1286422,0,0.00,31.5,341,399,372
1286466,0,0.00,31.5,341,399,371
1286550,0,0.00,31.5,340,398,371
1286616,0,0.00,31.4,340,398,370
1286675,0,0.00,31.5,340,398,371
1286730,0,0.00,31.5,339,398,370
1286860,0,0.00,31.5,340,398,370
1286879,0,0.00,31.5,340,398,370
1286945,0,0.00,31.5,340,398,371
1287000,0,0.00,31.5,340,397,371
1287076,0,0.00,31.4,340,398,370
1287200,0,0.00,31.5,340,398,370
1287230,0,0.00,31.5,340,398,371
1287251,0,0.00,31.4,339,397,370
1287349,0,0.00,31.5,339,398,370
1287443,0,0.00,31.4,339,398,370
1287484,0,0.00,31.4,339,397,370
1287517,0,0.00,31.3,339,397,370
1287572,0,0.00,31.4,340,397,370
